timestamp,temperature,hour,day_of_week,is_weekend
2026-04-27 18:21:40.315937,32.4,18,0,0
2026-04-27 18:21:51.077314,32.4,18,0,0
2026-04-27 18:23:23.295849,32.4,18,0,0
2026-04-27 18:23:34.026399,32.4,18,0,0
2026-04-27 18:25:03.676214,32.4,18,0,0
2026-04-27 18:51:41.169832,30.0,18,0,0
2026-04-27 18:52:41.914179,30.0,18,0,0
